"Roster Key","Last_Name","First_Name","Middle_Name","Suffix","Legislator","DOB","Education","PublicService","LegService","Occupation","MilitaryService","URLPicture","PictureText"
362,"Pintor Marin","Eliana",,,"Pintor Marin, Eliana","October 23, 1980","B.S. St. John’s University (Legal Studies)<br>
M.S. St. John’s University (Government and Politics)<br>
Certificate in International Relations and Public Administration, St. John’s University","Newark Board of Education Advisory Board Member 2008-2014","General Assembly 2013-present, Budget Chair 2018-present","Assistant County Administrator, County of Essex",,"http://www.njleg.state.nj.us/members/memberphotos/pintormarin_eliana_2017_250.jpg","Assemblywoman Eliana Pintor Marin (D)"
432,"Polistina","Vincent","J.",,"Polistina, Vincent J.","June 10, 1971","B.S. Rutgers University (Bioenvironmental Engineering)",,"Senate 2021-present, Deputy Conference Leader 2024-present; General Assembly 2008-12","Engineer, Polistina & Associates, L.L.C.",,"http://www.njleg.state.nj.us/members/memberphotos/polistina_vincent_2021_250.jpg","Senator Vincent J. Polistina (R)"
335,"Pou","Nellie",,,"Pou, Nellie","May 20","Kean College<br>
Rutgers University","N.J. Legislative Latino Caucus Chair 2006-present; City of Paterson Business Administrator 2014-18, Assistant Business Administrator 2003-14 and 1997-98, Director of Human Services 1986-97, CETA Training and Education Coordinator 1975-83; N.J. Task Force on Child Abuse and Neglect 1997-2016; Passaic-Bergen County HIV Health Services Advisory Council 1993-97; Passaic County Youth Program Coordinator 1983-85","Senate 2012-present, Majority Caucus Chair 2022-present; General Assembly 1997-2011, Assembly Appropriations Chair 2006-11, Deputy Speaker 2002-05, Assistant Minority Leader 2000-01","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/pou_nellie_2022_250.jpg","Senator Nellie Pou (D)"
309,"Quijano","Annette",,,"Quijano, Annette","July 4","B.S. Rutgers University (Management)<br>
J.D. Rutgers Law School",,"General Assembly 2008-present, Speaker Pro Tempore 2025-present, Majority Conference Leader 2020-2025, Deputy Majority Leader 2012-2019","Municipal Prosecutor",,"http://www.njleg.state.nj.us/members/memberphotos/quijano_annette_2020_250.jpg","Assemblywoman Annette Quijano (D)"
487,"Ramirez","Jessica",,,"Ramirez, Jessica","October 20, 1975","B.A. Richard Stockton College (Political Science/Latin American History)<br>
J.D. Seton Hall University School of Law",,"General Assembly 2024-present","Personal Injury and Sexual Assault Attorney, D'Arcy Johnson Day",,"http://www.njleg.state.nj.us/members/memberphotos/ramirez_jessica_2024.jpg","Assemblywoman Jessica Ramirez (D)"
409,"Reynolds-Jackson","Verlina",,,"Reynolds-Jackson, Verlina","July 26","B.A. The College of New Jersey (Sociology)<br>
M.S. Central Michigan University (Administration)<br>
C.M.F.O. Rutgers University","Trenton City Council 2010-18, Vice President 2014-18","General Assembly 2018-present, Constituent Outreach Chair 2022-present, Deputy Majority Leader 2020-2021","Grants Administrator, Mercer County",,"http://www.njleg.state.nj.us/members/memberphotos/reynolds-jackson_verlina_2018_250.jpg","Assemblywoman Verlina Reynolds-Jackson (D)"
489,"Rodriguez","Gabriel",,,"Rodriguez, Gabriel","December 6, 1978","B.A. New Jersey City University (Psychology)<br>
M.B.A. New Jersey Institute of Technology","Town of West New York, Mayor 2019-2023, Commissioner 2015-2019","General Assembly 2024-present","Accounting Manager, West New York Board of Education",,"http://www.njleg.state.nj.us/members/memberphotos/rodriguez_gabriel_2024b.jpg","Assemblyman Gabriel Rodriguez (D)"
287,"Ruiz","M.","Teresa",,"Ruiz, M. Teresa",,"B.A. Drew University (English)",,"Senate 2008-present, Majority Leader 2022-present, Senate President Pro Tempore 2018-2021, Assistant Majority Leader 2010-2017","Deputy Chief of Staff, Essex County Executive",,"http://www.njleg.state.nj.us/members/memberphotos/ruiz_teresa_2021_250.jpg","Senator M. Teresa Ruiz (D)"
228,"Rumpf","Brian","E.",,"Rumpf, Brian E.","May 11, 1964","B.A. The Catholic University of America (Politics)<br>
J.D. Washington and Lee University School of Law","Little Egg Harbor Township Committee 1997-2005, Mayor 2000-03","General Assembly 2003-present, Minority Parliamentarian 2024-present, Policy Co-Chair 2014-2023","Attorney, Rumpf, Rumpf and Reid",,"http://www.njleg.state.nj.us/members/memberphotos/rumpf_brian_2020_250.jpg","Assemblyman Brian E. Rumpf (R)"
451,"Sampson","William","B.","IV","Sampson, William B.","January 13, 1989","Clark Atlanta University<br>
New Jersey City University",,"General Assembly 2022-present, Deputy Speaker 2024-present","Longshoreman, International Longshoreman’s Association Local 1588",,"http://www.njleg.state.nj.us/members/memberphotos/sampson_william_b_2022_250.jpg","Assemblyman William B. Sampson, IV (D)"
223,"Sarlo","Paul","A.",,"Sarlo, Paul A.","August 31, 1968","B.S., M.S. N.J. Institute of Technology (Civil Engineering)","N.J. Legislative Apportionment Commission 2010-11; Borough of Wood-Ridge, Mayor 2000-present, Council 1995-2000","Senate 2003-present, Deputy Majority Leader 2008-present, Assistant Majority Leader 2004-07; General Assembly 2002-03","Chief Operating Officer, Joseph M. Sanzari, Inc.",,"http://www.njleg.state.nj.us/members/memberphotos/sarlo_paul_2022_250.jpg","Senator Paul A. Sarlo (D)"
454,"Sauickie","Alex",,,"Sauickie, Alex",,"B.S. The College of New Jersey (Business Administration)","Jackson Township Council 2019-22","General Assembly 2022-present","Financial Consultant",,"http://www.njleg.state.nj.us/members/memberphotos/sauickie_alex_2022_250.jpg","Assemblyman Alex Sauickie (R)"
258,"Schaer","Gary","S.",,"Schaer, Gary S.","September 11, 1951","American University (Political Science)<br>
National Endowment For Financial Education (Asset Management)","City of Passaic Council 1994-present, Acting Mayor 2008; Urban Enterprise Zone Director 2002-present; Passaic County Technical Institute, Commissioner 1999-2003; Passaic Housing Authority, Commissioner 1992-96","General Assembly 2006-present,  Policy Chair 2020-present, Deputy Speaker 2012-2023, Budget Chair 2014-2017","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/schaer_gary_2024.jpg","Assemblyman Gary S. Schaer (D)"
422,"Scharfenberger","Gerry",,,"Scharfenberger, Gerry",,"B.A. Rutgers University (Anthropology)<br>
M.A. Hunter College (Anthropology)<br>
Ph.D. City University of New York (Anthropology)","Middletown Township Landmarks Commission 1996-present, Chair 2011-present; Monmouth County Board of Chosen Freeholders 2018-19; Middletown Township Committee 2005-18, Mayor 2007-08, 2010, 2013, 2016-17, Deputy Mayor 2006, 2009; N.J. Office of Planning Advocacy Director 2010-2018; Middletown Zoning Board of Adjustment 2003-04","General Assembly 2020-present, Minority Policy Chair 2024-present","Instructor of Anthropology, Monmouth University",,"http://www.njleg.state.nj.us/members/memberphotos/scharfenberger_gerard_2020a_250.jpg","Assemblyman Gerry Scharfenberger (R)"
430,"Schepisi","Holly","T.",,"Schepisi, Holly T.","December 20, 1971","B.A. The Catholic University of America (Politics/Psychology)<br>
J.D. Fordham University School of Law","Borough of Oakland Public Defender 2012-14; Township of River Vale Attorney 2007-11; Borough of Old Tappan Alternate Prosecutor 2010-11; Borough of Westwood Alternate Prosecutor 2002-11","Senate 2021-present, Conference Leader 2022-present, Deputy Conference Leader 2022; General Assembly 2012-2021, Deputy Republican Leader 2020-2021, Assistant Republican Leader 2018-2019","Owner/Attorney, Schepisi Consulting & Law, L.L.C.",,"http://www.njleg.state.nj.us/members/memberphotos/schepisi_holly_2025.jpg","Senator Holly Schepisi (R)"
482,"Schnall","Alexander",,,"Schnall, Alexander","July 3, 1984","Bachelor's Degree, Talmudic Yeshiva of Philadelphia (Talmudic Law)<br>
Master's Degree, Beth Medrash Govoha (Talmudic Law)",,"General Assembly 2024-present","Director of Federal Education Affairs, Agudath Israel of America",,"http://www.njleg.state.nj.us/members/memberphotos/schnall_alexander_2024a.jpg","Assemblyman Alexander Schnall (D)"
237,"Scutari","Nicholas","P.",,"Scutari, Nicholas P.",,"B.A. Kean University (Psychology)<br>
Ed.M. Rutgers University (Education)<br>
J.D. Western Michigan University","City of Linden Prosecutor 2003-2020; Union County Planning Board 2000-04; Union County Board of Freeholders 1997-2004, Chair 1999, Vice Chair 1998; Linden Board of Education 1994-97","Senate 2004-present, President 2022-present, Majority Whip 2020-2021, Deputy Majority Leader 2018-2019","Attorney, Law Offices of Nicholas P. Scutari",,"http://www.njleg.state.nj.us/members/memberphotos/scutari_nicholas_2020_250.jpg","Senator Nicholas P. Scutari (D)"
460,"Simmons","Heather",,,"Simmons, Heather",,"B.A. St. Joseph's University (International Relations/Politics)<br>
M.A. Rowan University (Public Relations)","Gloucester County Board of Commissioners 2011-2023, Deputy Director 2022-2023","General Assembly 2024-present","Vice President, Workforce Innovation and Partnerships - Rowan College of South Jersey",,"http://www.njleg.state.nj.us/members/memberphotos/simmons_heather_2024a.jpg","Assemblywoman Heather Simmons (D)"
426,"Simonsen","Erik","K.",,"Simonsen, Erik K.",,"B.F.A. Trenton State College<br>
M.S. University of Scranton (Educational Administration)","Township of Lower Council 2011-19, Mayor 2017-19","General Assembly 2020-present","Director of Athletics and Activities, Lower Cape May Regional School District",,"http://www.njleg.state.nj.us/members/memberphotos/simonsen_erik_2020_250.jpg","Assemblyman Erik Simonsen (R)"
93,"Singer","Robert","W.",,"Singer, Robert W.","October 29, 1947",,"Lakewood Township Committee 1980-2010, Mayor 2009,  1994, 1985-86, 1983; Monmouth-Ocean Development Council Board of Directors 2001-present; Lakewood Municipal Utility Authority Chair 1999-present; Ocean County Board of Health Vice Chair 1999-present","Senate 1993-present, Deputy Minority Leader 2018-present, Conference Leader 2008-2017, Co-Republican Majority Leader 2002-03, Assistant Majority Leader 1997-2001; General Assembly 1992-93, 1986-89, Majority Whip 1992-93","Legislator","U.S. Coast Guard Reserves 1966-72","http://www.njleg.state.nj.us/members/memberphotos/singer_robert_2022_250.jpg","Senator Robert W. Singer (R)"
500,"Singh","Balvir",,,"Singh, Balvir","November 9, 1984","B.A. The College of New Jersey (Mathematics)<br>
M.Sc. Rutgers University (Mathematics)<br>
Supervisor Certification, Rowan University","Burlington County Board of Commissioners, 2018-2025; Burlington Township Board of Education, 2015-2017","General Assembly 2025-present","Instructional/Curriculum Supervisor, NJ public school",,"http://www.njleg.state.nj.us/members/memberphotos/singh_balvir_2025a.jpg","Assemblyman Balvir Singh (D)"
395,"Singleton","Troy",,,"Singleton, Troy","June 30, 1973","B.S. Rowan University (Business Administration)","Burlington County Bridge Commission 2009-2020; N.J. Turnpike Authority Commission 2009-11; Rowan University Board of Trustees 2005-11; N.J. Democratic State Committee Deputy Executive Director 2001","Senate 2018-present, Majority Caucus Chair 2025-present, Majority Whip 2022-2025; General Assembly 2011-2017","Senior Vice President, Anywhere Integrated Services",,"http://www.njleg.state.nj.us/members/memberphotos/singleton_troy_2023_250a.jpg","Senator Troy Singleton (D)"
53,"Smith","Bob",,,"Smith, Bob","March 25, 1947","B.A. University of Scranton (History) <br>
M.S. University of Scranton (Chemistry)<br>
M.S. Rutgers University (Environmental Science)<br>
J.D. Seton Hall University School of Law","State House Commission 2008-present; Township of Piscataway, Mayor 1981-86, Council 1977-80, Planning Board 1975-86, Chair 1976;  Piscataway Environmental Commission 1971-75","Senate 2002-present; General Assembly 1986-2001, Deputy Minority Leader 1994-95, Parliamentarian 1988-89","Attorney",,"http://www.njleg.state.nj.us/members/memberphotos/smith_bob_2021_250.jpg","Senator Bob Smith (D)"
473,"Space","Parker",,,"Space, Parker","December 4, 1968","High Point High School","Wantage Fire Department, Volunteer Firefighter 1989-present, Chief 2001-2002; Sussex County Board of Freeholders 2010-13; Wantage Township Committee 2004-09, Mayor 2005, 2008-09, Deputy Mayor 2006-07; Wantage Township Land Use Boards 2000-08","Senate 2024-present; General Assembly 2013-2023","•Owner, Space Farms Zoo and Museum and Extreme Pizza;
•Farmer",,"http://www.njleg.state.nj.us/members/memberphotos/space_parker_2020_250.jpg","Senator Parker Space (R)"
415,"Spearman","William","W.",,"Spearman, William W.","February 27, 1958","B.S. Rutgers University (Business Management)<br>
M.B.A. Temple University (Real Estate and Urban Land Studies)","South Jersey Transportation Authority Compliance Officer 2010-present, Ethics Liaison Officer 2013-present, Administrative Analyst 2008-2010; Camden County Improvement Authority Commissioner 2013-present; Camden Redevelopment Agency Board 2018; Camden County College Board of Trustees 2015-18; City of Camden Council 2006-11, 1996-97; City of Camden Department of Administration Director of Economic and Industrial Development 2005-06, Personnel Officer 2005; Capital Improvement Division Fiscal Analyst 2004-05; Camden Redevelopment Agency Director of Real Estate 2003-04","General Assembly 2018-present, Deputy Whip 2020-2021","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/spearman_william_2024.jpg","Assemblyman William W. Spearman (D)"
403,"Speight","Shanique",,,"Speight, Shanique","November 14, 1978",,"Newark Public Schools Advisory Board Vice Chair 2007-12","General Assembly 2018-present, Deputy Speaker 2024-present, Deputy Parliamentarian 2022-2023; Aide to Senator M. Teresa Ruiz 2009-2010","Officer, Essex County Sheriff’s Office",,"http://www.njleg.state.nj.us/members/memberphotos/speight_shanique_2017_250.jpg","Assemblywoman Shanique Speight (D)"
306,"Stack","Brian","P.",,"Stack, Brian P.","May 16, 1966","Emerson High School","Union City, Mayor 2000-present, Commissioner 1997-98; Hudson County Board of Freeholders 1998-2004","Senate 2008-present; General Assembly 2004-07","Mayor, Union City",,"http://www.njleg.state.nj.us/members/memberphotos/stack_brian_2022_250.jpg","Senator Brian P. Stack (D)"
429,"Stanley","Sterley","S.",,"Stanley, Sterley S.","June 24, 1966",,"East Brunswick Township Council 2016-21","General Assembly 2021-present, Deputy Parliamentarian 2024-present","Insurance Broker",,"http://www.njleg.state.nj.us/members/memberphotos/stanley_sterley_2024.jpg","Assemblyman Sterley Stanley (D)"
456,"Steinhardt","Douglas","J.",,"Steinhardt, Douglas J.","1968","B.A. Gettysburg College (History)<br>
J.D. Widener Commonwealth Law School","Lopatcong Township Mayor 2000-14","Senate 2022-present","Attorney, Florio Perrucci Steinhardt Cappelli Tipton & Taylor L.L.C.",,"http://www.njleg.state.nj.us/members/memberphotos/steinhardt_douglas_2023_250.jpg","Senator Douglas J. Steinhardt (R)"
346,"Sumter","Shavonda","E.",,"Sumter, Shavonda E.","January 19","B.A. Kean University (Political Science)<br>
M.B.A. Fairleigh Dickinson University (Health Systems)","N.J. Democratic State Committee 2008-Present","General Assembly 2012-present, Majority Conference Leader 2015-2019,  Deputy Speaker 2014-15, N.J. Legislative Black Caucus Chair 2022-present",,,"http://www.njleg.state.nj.us/members/memberphotos/sumter_shavonda_2022_250.jpg","Assemblywoman Shavonda E. Sumter (D)"
413,"Swain","Lisa",,,"Swain, Lisa",,"B.A. University of Rochester (Psychology)<br>
M.A. New York University (Sport & Fitness Management)","Borough of Fair Lawn, Mayor 2011 and 2018, Councilwoman 2008-2018","General Assembly 2018-present, Appropriations Chair 2022-present","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/swain_lisa_2024.jpg","Assemblywoman Lisa Swain (D)"
438,"Swift","Claire","S.",,"Swift, Claire S.","June 29, 1974","B.A. University of Pennsylvania (International Relations/History)<br>
J.D. Widener School of Law",,"General Assembly 2022-present","Attorney, Swift Law Firm, L.L.C.",,"http://www.njleg.state.nj.us/members/memberphotos/swift_claire_2022_250.jpg","Assemblywoman Claire S. Swift, Esq. (R)"
424,"Testa","Michael","L.","Jr.","Testa, Michael L.","May 1, 1976","B.A. Psychology Villanova University<br>
J.D. Villanova University Charles Widger School of Law<br>
LL.M. Temple Law (Trial Advocacy)","Vineland Downtown Improvement District, Chair 2006-2008","Senate 2019-present, Republican Whip 2024-present","Partner, Testa Heck Testa and White, P.A.",,"http://www.njleg.state.nj.us/members/memberphotos/testa_michael_2022_250.jpg","Senator Michael L. Testa, Jr. (R)"
490,"Timberlake","Britnee","N.",,"Timberlake, Britnee N.",,"B.S. Seton Hall University (Political Science)<br>
M.P.A. Seton Hall University (Public Administration)","Essex County Board of Freeholders President 2014-18","Senate 2024-present; General Assembly 2018-2023","Executive Director, Essex Community Land Trust",,"http://www.njleg.state.nj.us/members/memberphotos/timberlake_britnee_2018_250.jpg","Senator Britnee N. Timberlake (D)"
464,"Tiver","Latham",,,"Tiver, Latham","July 5, 1973","Shawnee High School","Burlington County Bridge Commission 2022-present; Burlington County Board of Commissioners 2015-2019; Southampton Township Committee 2012-2015","Senate 2024-present","Business Representative, Operating Engineers Local 825",,"http://www.njleg.state.nj.us/members/memberphotos/tiver_latham_2024.jpg","Senator Latham Tiver (R)"
442,"Torrissi","Michael",,"Jr.","Torrissi, Michael","1974","Rutgers (History/Criminal Justice)","Town of Hammonton Council 2011-12, 2015-20","General Assembly 2022-present","Vice President, Torrissi Coraluzzo Transport",,"http://www.njleg.state.nj.us/members/memberphotos/torrissi_michael_2022_250.jpg","Assemblyman Michael Torrissi, Jr. (R)"
285,"Tucker","Cleopatra","G.",,"Tucker, Cleopatra G.","April 9, 1943","Miles College (Sociology)<br>
Tennessee State University",,"General Assembly 2008-present","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/tucker_cleopatra_2017_250.jpg","Assemblywoman Cleopatra G. Tucker (D)"
412,"Tully","Chris",,,"Tully, Chris","March 31, 1982","B.A. Northeastern University (Political Science)","Borough of Bergenfield Council 2009-17, Council President 2011 and 2014","General Assembly 2018-present, Deputy Majority Leader 2020-present",,,"http://www.njleg.state.nj.us/members/memberphotos/tully_chris_2024.jpg","Assemblyman Chris Tully (D)"
47,"Turner","Shirley","K.",,"Turner, Shirley K.","July 3","B.S. Trenton State College (Education)<br>
M.A. Rider College (Guidance and Counseling)<br>
Rutgers University (Postgraduate Studies/Education)","Mercer County Board of Freeholders 1983-86, Vice President 1986; Township of Lawrence Zoning Board 1979-83; Mercer County Improvement Authority 1979-81; N.J. State Council on the Arts 1977-81","Senate 1998-present, President Pro Tempore 2024-present, 2004-09, Democratic President Pro Tempore 2002-03; General Assembly 1994-98,  Associate Minority Leader 1996-98","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/turner_shirley_2022_250.jpg","Senator Shirley K. Turner (D)"
492,"Venezia","Michael",,,"Venezia, Michael",,"B.A. Monmouth University (Political Science)<br>
M.A.S. Fairleigh Dickinson University (Administration)","Township of Bloomfield Mayor 2014-2024, Councilman 2011-2013","General Assembly 2024-present","Director of Human Resources, Essex County Schools of Technology",,"http://www.njleg.state.nj.us/members/memberphotos/venezia_michael_2024.jpg","Assemblyman Michael Venezia (D)"
416,"Verrelli","Anthony","S.",,"Verrelli, Anthony S.","January 6, 1964","Notre Dame High School, Sam F. Secretario Carpenters Training Center","Mercer County Improvement Authority 2008-2016, Vice-Chair 2012-16; Mercer County Board of Freeholders 2016-2018; Mercer County Planning Board 2004-08; Ewing Township Zoning Board of Adjustment 2001-04","General Assembly 2018-present","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/verrelli_anthony_2024.jpg","Assemblyman Anthony Verrelli (D)"
175,"Vitale","Joseph","F.",,"Vitale, Joseph F.","November 10, 1954","John F. Kennedy High School","Woodbridge Township Interim Mayor 2006","Senate 1998-present, Deputy Majority Leader 2004-09","President, Vitale Sign Corporation",,"http://www.njleg.state.nj.us/members/memberphotos/vitale_joseph_2022_250.jpg","Senator Joseph F. Vitale (D)"
283,"Webber","Jay",,,"Webber, Jay","February 29, 1972","B.A. Johns Hopkins University (International Studies)<br>
J.D. Harvard Law School","N.J. Legislative Apportionment Commission Republican Chair 2010-11; N.J. Republican State Committee Chair 2009-11","General Assembly 2008-present, Appropriations Officer 2018-present","Attorney",,"http://www.njleg.state.nj.us/members/memberphotos/webber_jay_2019_250.jpg","Assemblyman Jay Webber (R)"
347,"Wimberly","Benjie","E.",,"Wimberly, Benjie E.","December 1, 1964","B.A. Virginia State University (Sociology)<br>
Teaching Certification, William Paterson University","City of Paterson Council 2010-12","General Assembly 2012-present, Speaker Pro Tempore 2022-present, Deputy Speaker 2016-2021","Joint Recreation Coordinator, Paterson Public Schools",,"http://www.njleg.state.nj.us/members/memberphotos/wimberly_benjie_2024.jpg","Assemblyman Benjie E. Wimberly (D)"
499,"Wimberly","Benjie","E.",,"Wimberly, Benjie E.","December 1, 1964","B.A Virginia State University (Sociology)<br>
Teaching Certification, William Paterson University","City of Paterson Council 2010-12","Senate 2025-present; General Assembly 2012-2025, Speaker Pro Tempore 2022-2025, Deputy Speaker 2016-2021","Joint Recreation Coordinator, Paterson Public Schools",,"http://www.njleg.state.nj.us/members/memberphotos/wimberly_benjie_2024.jpg","Senator Benjie E. Wimberly (D)"
436,"Zwicker","Andrew",,,"Zwicker, Andrew","May 17, 1964","B.A. Bard College (Physics)<br>
Ph.D. Johns Hopkins University (Physics)",,"Senate 2022-present; General Assembly 2016-2021","Head of Strategic Partnerships and Public Engagement, Plasma Physics Laboratory, Princeton University",,"http://www.njleg.state.nj.us/members/memberphotos/zwicker_andrew_2022_250.jpg","Senator Andrew Zwicker (D)"
474,"Fantasia","Dawn",,,"Fantasia, Dawn","January 2, 1974","B.A. Davis & Elkins College (Theatre/Communications)<br>
M.S.Ed. Capella University (Educational Leadership)","Sussex County Freeholder/County Commissioner, 2019-2024; Franklin Borough Councilwoman 2016-2018, Planning Board 2018, Economic Development Committee 2014-2016, Zoning Board 2014-2016","General Assembly 2024-present","Public Charter School Administrator, Bergen Arts and Science Charter School",,"http://www.njleg.state.nj.us/members/memberphotos/fantasia_dawn_2024.jpg","Assemblywoman Dawn Fantasia (R)"
446,"Flynn","Victoria","A.",,"Flynn, Victoria A.","July 14","B.A. Rutgers University (Political Science)<br>
J.D. Seton Hall University School of Law","Holmdel Township School District Board of Education 2016-21, President 2018-21; Nutley Board of Education 2011-13, Vice President 2012-13","General Assembly 2022-present, Deputy Minority Conference Leader 2024-present","Lawyer, Law Office of Victoria A. Flynn L.L.C.",,"http://www.njleg.state.nj.us/members/memberphotos/flynn_victoria_2022_250.jpg","Assemblywoman Victoria Flynn (R)"
400,"Freiman","Roy",,,"Freiman, Roy",,"B.S. State University of New York at Oneonta (Business Economics)<br>
Chartered Life Underwriter and Chartered Financial Consultant, American College of Financial Services","Hillsborough Township Sustainability Committee 2017","General Assembly 2018-present, Deputy Majority Leader 2022-present","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/freiman_roy_2024.jpg","Assemblyman Roy Freiman (D)"
405,"Gopal","Vin",,,"Gopal, Vin","May 18, 1985","B.A. Penn State University<br>
M.P.A. Rutgers University",,"Senate 2018-present, Majority Whip 2025-present, Democratic Conference Chair 2022-2025, Majority Conference Leader 2018-2021","Small-Business Owner and Consultant",,"http://www.njleg.state.nj.us/members/memberphotos/gopal_vin_2021_250.jpg","Senator Vin Gopal (D)"
329,"Greenstein","Linda","R.",,"Greenstein, Linda R.","June 7, 1950","A.B. Vassar College (Psychology)<br>
M.A. Johns Hopkins University (Psychology)<br>
J.D. Georgetown University Law Center","Plainsboro Township Committee 1995-2000; West Windsor-Plainsboro Board of Education 1992-94","Senate 2010-present, Assistant Majority Leader 2012-present; General Assembly 2000-10, Deputy Speaker 2006-10, Assistant Majority Leader 2002-05","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/greenstein_color.jpg","Senator Linda R. Greenstein (D)"
155,"Greenwald","Louis","D.",,"Greenwald, Louis D.","March 11, 1967","B.A. Moravian College (Political Science)<br>
J.D. Seton Hall University School of Law",,"General Assembly 1996-present,  Majority Leader 2012-present, Assembly Budget Chair 2002-11, Assistant Minority Leader 1998-99","Attorney",,"http://www.njleg.state.nj.us/members/memberphotos/greenwald_louis_2024a.jpg","Assemblyman Louis D. Greenwald (D)"
437,"Guardian","Donald","A.",,"Guardian, Donald A.","June 12, 1953","B.A. Upsala College (History)","Toms River Township Business Administrator 2018-20; Atlantic City Mayor 2014-18","General Assembly 2022-present, Assistant Minority Whip 2024-present","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/guardian_don_2022_250.jpg","Assemblyman Donald A. Guardian (R)"
452,"Haider","Shama","A.",,"Haider, Shama A.","December 20","B.S. University of Punjab - Pakistan (Biology)","Borough of Tenafly Council 20015-18, 2001-03","General Assembly 2022-present, Deputy Conference Leader 2025-present, Deputy Majority Leader 2024-present","Legislator",,"http://www.njleg.state.nj.us/members/memberphotos/haider_shama_2024.jpg","Assemblywoman Shama A. Haider (D)"
481,"Hall","Garnet","R.",,"Hall, Garnet R.",,"Fairleigh Dickinson University (Business Management)","Maplewood Democratic Committee Vice Chair 2007-2024, District 12 Leader 2005-present; Essex County Clerk's Office, Deputy Clerk 2018-present","General Assembly 2024-present","Deputy Clerk, Essex County",,"http://www.njleg.state.nj.us/members/memberphotos/hall_garnet_2024.jpg","Assemblywoman Garnet Hall (D)"
470,"Henry","Owen",,,"Henry, Owen","May 30, 1959","B.S. Trenton State College (Industrial Arts Education)","Township of Old Bridge, Mayor 2012-2023, Board of Education 2009-2011","Senate 2024-present","General Contractor, Owen Henry Contracting Inc.",,"http://www.njleg.state.nj.us/members/memberphotos/henry_owen_2024.jpg","Senator Owen Henry (R)"
334,"Holzapfel","James","W.",,"Holzapfel, James W.",,"B.A. Monmouth College (Pre-Law)<br>
J.D. Seton Hall University School of Law","Ocean County College Trustee 1988-94; Ocean County Prosecutor 1987-92","Senate 2012-present; General Assembly 1994-2011, Parliamentarian 2010-11, Deputy Republican Leader 2002-03, Assistant Majority Whip 1998-99","Senior Managing Partner, Citta, Holzapfel, Zabarsky",,"http://www.njleg.state.nj.us/members/memberphotos/holzapfel_james_2020_250.jpg","Senator James W. Holzapfel (R)"
462,"Hutchison","Dan",,,"Hutchison, Dan",,"B.S. Rider College (Accounting and Finance)<br>
J.D. Widener University School of Law<br>
LL.M. St. John's University (Bankruptcy)","Gloucester Township Council, 2005-2023","General Assembly 2024-present","Attorney, Law Offices of S. Daniel Hutchison",,"http://www.njleg.state.nj.us/members/memberphotos/hutchison_dan_2024.jpg","Assemblyman Dan Hutchison (D)"
475,"Inganamort","Michael",,,"Inganamort, Michael","February 14, 1984","B.A. American University (Political Science & Communications, Law, Economics and Government)<br>
M.A. Georgetown University (American Government)","Chester Township Mayor 2023-2024, Council 2018-2023, Planning Board 2018, 2023; U.S. House of Representatives, Staff 2003","General Assembly 2024-present","Consultant",,"http://www.njleg.state.nj.us/members/memberphotos/inganamort_michael_2024.jpg","Assemblyman Michael Inganamort (R)"
434,"Johnson","Gordon","M.",,"Johnson, Gordon M.","December 16","B.S. St. Thomas Aquinas College (Social Science/Criminal Justice)<br>
M.A. Seton Hall University (Administration and Supervision)<br>
U.S. Army Command and General Staff College","Bergen County,  Undersheriff 2002-05, 1999-2001, Sheriff 2001-02","Senate 2022-present, Assistant Majority Leader 2022-present, General Assembly 2002-2021, Speaker Pro Tempore 2018-2021, Deputy Speaker 2014-2018, Majority Conference Leader 2012-13, Deputy Conference Leader 2010-11","Independent Consultant","U.S. Army Reserve, Major, Operation Desert Storm and Operation Joint Endeavor","http://www.njleg.state.nj.us/members/memberphotos/johnson_gordon_2023_250.jpg","Senator Gordon M. Johnson (D)"
497,"Kane","Melinda",,,"Kane, Melinda",,,,,,,"http://www.njleg.state.nj.us/members/memberphotos/kane_melinda_2025.jpg","Assemblywoman Melinda Kane (D)"
467,"Kanitra","Paul",,,"Kanitra, Paul","August 2, 1979","B.A. Texas Christian University (Political Science/Radio-TV-Film)","Borough of Point Pleasant Beach Mayor 2020-2023, Council 2018-2019, Planning Board 2020-2023; Ocean County Republican Committee 2022-present; U.S. House of Representatives, Field Director 2002-2003; New Jersey Historical Commission, 2024-present","General Assembly 2024-present","Owner, Lobbyit.com L.L.C.– Federal Government Relations",,"http://www.njleg.state.nj.us/members/memberphotos/kanitra_paul_2024.jpg","Assemblyman Paul Kanitra (R)"
