"BillType","BillNumber","SubjectKey","ModDate"
"A",1732,"WORKERS COMP",12/18/2023 0:00:00
"A",1733,"ELECTIONS",12/18/2023 0:00:00
"A",1733,"ETHICS",12/18/2023 0:00:00
"A",1733,"STATE OFFICE",12/18/2023 0:00:00
"A  ",1734,"FISH",12/18/2023 0:00:00
"A  ",1734,"MUNICIPALITI",12/18/2023 0:00:00
"A",1735,"WATER SUPPLY",12/18/2023 0:00:00
"A",1736,"MUNICIPALITI",12/18/2023 0:00:00
"A",1736,"PUB UTIL TAX",12/18/2023 0:00:00
"A  ",1737,"PROPERTY",12/18/2023 0:00:00
"A",1738,"CORPORATIONS",12/18/2023 0:00:00
"A",1738,"ST CONTRACTS",12/18/2023 0:00:00
"A",1739,"DISASTERS",12/18/2023 0:00:00
"A",1739,"STATE AID",12/18/2023 0:00:00
"A",1740,"ALCO TAXES",12/18/2023 0:00:00
"A",1740,"INCOME TAX",12/18/2023 0:00:00
"A",1741,"DEVEL DISAB",12/18/2023 0:00:00
"A",1741,"MV REGULATIO",12/18/2023 0:00:00
"A",1742,"FIREFIGHTERS",12/18/2023 0:00:00
"A",1743,"MUNICIPALITI",12/18/2023 0:00:00
"A",1743,"WATER SUPPLY",12/18/2023 0:00:00
"A",1744,"VETERANS",12/18/2023 0:00:00
"A  ",1745,"PROPERTY TAX",12/18/2023 0:00:00
"A",1746,"AFFORD HOUS",12/18/2023 0:00:00
"A",1746,"VETERANS",12/18/2023 0:00:00
"A",1747,"DISABLED",12/18/2023 0:00:00
"A",1747,"VETERANS",12/18/2023 0:00:00
"A",1748,"VETERANS",12/18/2023 0:00:00
"A",1749,"CRIMES",12/18/2023 0:00:00
"A",1749,"SR CITIZENS",12/18/2023 0:00:00
"A",1749,"VETERANS",12/18/2023 0:00:00
"A",1750,"CONSUMER FIN",12/18/2023 0:00:00
"A",1750,"CRIMES",12/18/2023 0:00:00
"A",1750,"DISABLED",12/18/2023 0:00:00
"A",1750,"SR CITIZENS",12/18/2023 0:00:00
"A",1751,"VETERANS",12/18/2023 0:00:00
"A",1752,"MV REGULATIO",12/18/2023 0:00:00
"A",1752,"VETERANS",12/18/2023 0:00:00
"A  ",1753,"FISH",12/18/2023 0:00:00
"A  ",1753,"SR CITIZENS",12/18/2023 0:00:00
"A  ",1754,"EMER SVCS",12/18/2023 0:00:00
"A  ",1754,"FIREFIGHTERS",12/18/2023 0:00:00
"A  ",1754,"INCOME TAX",12/18/2023 0:00:00
"A  ",1755,"INCOME TAX",12/18/2023 0:00:00
"A",1756,"DISABLED",12/18/2023 0:00:00
"A",1756,"DISASTERS",12/18/2023 0:00:00
"A",1756,"FLOOD",12/18/2023 0:00:00
"A",1756,"PROPERTY TAX",12/18/2023 0:00:00
"A",1756,"VETERANS",12/18/2023 0:00:00
"A",1757,"INCOME TAX",12/18/2023 0:00:00
"A",1757,"VETERANS",12/18/2023 0:00:00
"A",1758,"COMMEMORATIO",12/18/2023 0:00:00
"A",1758,"HIGHWAYS",12/18/2023 0:00:00
"A",1758,"VETERANS",12/18/2023 0:00:00
"A",1759,"BEACHES",12/18/2023 0:00:00
"A",1759,"MUNICIPALITI",12/18/2023 0:00:00
"A",1760,"PUB ASSIST",12/18/2023 0:00:00
"A",1760,"PUBLIC UTIL",12/18/2023 0:00:00
"A",1761,"ST CONTRACTS",12/18/2023 0:00:00
"A",1762,"AUTH - STATE",12/18/2023 0:00:00
"A",1762,"TRANS PLAN",12/18/2023 0:00:00
"A",1763,"CHILDREN",12/18/2023 0:00:00
"A",1763,"HEALTH INSUR",12/18/2023 0:00:00
"A",1764,"CRIM PROCED",12/18/2023 0:00:00
"A",1764,"CRIMES",12/18/2023 0:00:00
"A",1764,"INTERNET",12/18/2023 0:00:00
"A",1765,"MV REGULATIO",12/18/2023 0:00:00
"A",1766,"CRIM PROCED",12/18/2023 0:00:00
"A",1766,"CRIMES",12/18/2023 0:00:00
"A",1766,"DUI",12/18/2023 0:00:00
"A",1767,"ENERGY",12/18/2023 0:00:00
"A",1767,"PROPERTY TAX",12/18/2023 0:00:00
"A",1768,"ENERGY",12/18/2023 0:00:00
"A",1768,"PROPERTY TAX",12/18/2023 0:00:00
"A",1769,"ENERGY",12/18/2023 0:00:00
"A",1769,"MUNICIPALITI",12/18/2023 0:00:00
"A",1770,"MV REGULATIO",12/18/2023 0:00:00
"A",1771,"POLICE",12/18/2023 0:00:00
"A",1771,"SCH BOARDS",12/18/2023 0:00:00
"A",1772,"ENVIRONMENT",12/18/2023 0:00:00
"A",1772,"MUNICIPALITI",12/18/2023 0:00:00
"A  ",1773,"FIREFIGHTERS",12/18/2023 0:00:00
"A",1774,"OPEN SPACE",12/18/2023 0:00:00
"A",1774,"VETERANS",12/18/2023 0:00:00
"A",1775,"CONSUMER PRO",12/16/2023 0:00:00
"A",1775,"HAZ SUBSTANC",12/16/2023 0:00:00
"A",1776,"CIVIL ACTION",12/16/2023 0:00:00
"A",1776,"CRIM PROCED",12/16/2023 0:00:00
"A",1776,"SEX OFFEND",12/16/2023 0:00:00
"A",1777,"COURT ADMIN",12/16/2023 0:00:00
"A",1777,"MV OFFENSES",12/16/2023 0:00:00
"A",1778,"EDUC FINANCE",12/16/2023 0:00:00
"A",1778,"SCI AND TECH",12/16/2023 0:00:00
"A",1779,"CONSUMER PRO",12/16/2023 0:00:00
"A",1779,"CONSUMER RIG",12/16/2023 0:00:00
"A  ",1780,"ANIMAL CRUEL",12/16/2023 0:00:00
"A  ",1780,"ANIMAL LIC",12/16/2023 0:00:00
"A  ",1780,"CONSUMER PRO",12/16/2023 0:00:00
"A",1781,"ECONOMIC DEV",12/16/2023 0:00:00
"A",1781,"LABOR",12/16/2023 0:00:00
"A",1782,"MEDICAID",12/16/2023 0:00:00
"A",1782,"PUB ASSIST",12/16/2023 0:00:00
"A",1783,"HIGHER ED",12/16/2023 0:00:00
"A",1783,"SCI AND TECH",12/16/2023 0:00:00
"A",1784,"LOC GOVT",12/16/2023 0:00:00
"A",1784,"PUB RECORDS",12/16/2023 0:00:00
"A",1785,"ED HEALTH",12/16/2023 0:00:00
"A",1785,"SCH FACILITI",12/16/2023 0:00:00
"A",1785,"SUPPL APPROP",12/16/2023 0:00:00
"A",1786,"EDUCATION",12/16/2023 0:00:00
"A",1787,"COURT ADMIN",12/16/2023 0:00:00
"A",1787,"PAROLE",12/16/2023 0:00:00
"A",1788,"HEALTH",12/16/2023 0:00:00
"A",1788,"ST CONTRACTS",12/16/2023 0:00:00
"A",1789,"PROFESSIONS",12/16/2023 0:00:00
"A",1789,"ST CONTRACTS",12/16/2023 0:00:00
"A",1790,"PROFESSIONS",12/16/2023 0:00:00
"A",1790,"ST CONTRACTS",12/16/2023 0:00:00
"A",1791,"PROFESSIONS",12/16/2023 0:00:00
"A",1791,"ST CONTRACTS",12/16/2023 0:00:00
"A",1792,"SCH FACILITI",12/16/2023 0:00:00
"A",1793,"LANDLORD",12/16/2023 0:00:00
"A",1794,"EDUCATION",12/16/2023 0:00:00
"A",1795,"MINORITY",12/16/2023 0:00:00
"A",1795,"STATE GOVT",12/16/2023 0:00:00
"A",1796,"HUMAN SVCS",12/16/2023 0:00:00
"A  ",1797,"HIGHER ED",12/16/2023 0:00:00
"A  ",1797,"HUMAN SVCS",12/16/2023 0:00:00
"A",1798,"AUTO INSUR",12/16/2023 0:00:00
"A  ",1799,"HEALTH",12/16/2023 0:00:00
"A  ",1799,"WOMEN",12/16/2023 0:00:00
"A",1800,"CHARITIES",12/16/2023 0:00:00
"A",1800,"SCI AND TECH",12/16/2023 0:00:00
"A",1801,"DOMESTIC VIO",12/16/2023 0:00:00
"A",1801,"JUDICIARY",12/16/2023 0:00:00
"A",1801,"POLICE",12/16/2023 0:00:00
"A",1802,"DOMESTIC VIO",12/16/2023 0:00:00
"A",1802,"POLICE",12/16/2023 0:00:00
"A",1803,"EDUCATION",12/16/2023 0:00:00
"A",1803,"TEACHERS",12/16/2023 0:00:00
"A",1804,"HOUSING",12/16/2023 0:00:00
"A",1804,"LANDLORD",12/16/2023 0:00:00
"A",1805,"HOUSING",12/16/2023 0:00:00
"A",1805,"LANDLORD",12/16/2023 0:00:00
"A",1806,"CRIMES",12/16/2023 0:00:00
"A",1806,"MV REGULATIO",12/16/2023 0:00:00
"A",1807,"CONSUMER AFF",12/16/2023 0:00:00
"A",1807,"EDUCATION",12/16/2023 0:00:00
"A  ",1808,"HUMAN SVCS",12/19/2023 0:00:00
"A",1809,"DISEASE",12/19/2023 0:00:00
"A",1809,"HUMAN SVCS",12/19/2023 0:00:00
"A  ",1810,"HEALTH",12/19/2023 0:00:00
"A  ",1810,"SMOKING",12/19/2023 0:00:00
"A",1811,"HAZ SUBSTANC",12/19/2023 0:00:00
"A",1811,"WATER SUPPLY",12/19/2023 0:00:00
"A",1813,"CIVIL ACTION",12/19/2023 0:00:00
"A",1813,"SMOKING",12/19/2023 0:00:00
"A  ",1814,"HEALTH",12/19/2023 0:00:00
"A  ",1814,"HUMAN SVCS",12/19/2023 0:00:00
"A  ",1814,"WOMEN",12/19/2023 0:00:00
"A",1815,"HEALTH",12/19/2023 0:00:00
"A",1815,"HUMAN SVCS",12/19/2023 0:00:00
"A",1815,"STATE DEPTS",12/19/2023 0:00:00
"A",1816,"CONSUMER AFF",12/19/2023 0:00:00
"A",1816,"WATER SUPPLY",12/19/2023 0:00:00
"A  ",1817,"AGRICULTURE",12/19/2023 0:00:00
"A  ",1817,"STATE DEPTS",12/19/2023 0:00:00
"A  ",1818,"EMER SVCS",12/19/2023 0:00:00
"A  ",1818,"EMERG MGMT",12/19/2023 0:00:00
"A",1819,"HEALTH PROF",1/14/2025 0:00:00
"A",1819,"LABOR",1/14/2025 0:00:00
"A",1820,"HEALTH",12/19/2023 0:00:00
"A",1820,"HEALTH FAC",12/19/2023 0:00:00
"A",1820,"MINORITY",12/19/2023 0:00:00
"A",1821,"POLICE",12/19/2023 0:00:00
"A",1821,"TRAFFIC SAFE",12/19/2023 0:00:00
"A",1822,"CIVIL RIGHTS",12/19/2023 0:00:00
"A",1822,"CURRICULA",12/19/2023 0:00:00
"A",1822,"MINORITY",12/19/2023 0:00:00
"A",1822,"SCH BOARDS",12/19/2023 0:00:00
"A",1824,"ELECTIONS",12/19/2023 0:00:00
"A",1825,"HEALTH INSUR",12/19/2023 0:00:00
"A",1825,"PHARMACEUTIC",12/19/2023 0:00:00
"A",1826,"CURRICULA",12/19/2023 0:00:00
"A",1826,"SCH BOARDS",12/19/2023 0:00:00
"A",1826,"SMOKING",12/19/2023 0:00:00
"A  ",1827,"POLICE",12/19/2023 0:00:00
"A",1828,"HIGHER ED",12/19/2023 0:00:00
"A",1828,"LABOR",12/19/2023 0:00:00
"A",1829,"ELECTIONS",12/19/2023 0:00:00
"A",1830,"ELECTIONS",12/19/2023 0:00:00
"A",1831,"COUNTIES",12/19/2023 0:00:00
"A",1831,"DISEASE",12/19/2023 0:00:00
"A",1831,"MEDICAID",12/19/2023 0:00:00
"A",1832,"BANKING",12/19/2023 0:00:00
"A",1832,"HUMAN SVCS",12/19/2023 0:00:00
"A",1833,"MOTOR VEHICL",12/19/2023 0:00:00
"A",1834,"DISEASE",12/19/2023 0:00:00
"A",1836,"COMMUNICATIO",12/19/2023 0:00:00
"A",1836,"PUBLIC UTIL",12/19/2023 0:00:00
"A",1836,"TELEPHONE",12/19/2023 0:00:00
"A",1837,"SMOKING",12/19/2023 0:00:00
"A",1838,"COMMISSIONS",12/19/2023 0:00:00
"A",1838,"PHARMACEUTIC",12/19/2023 0:00:00
"A",1840,"CONSUMER AFF",12/19/2023 0:00:00
"A",1840,"ENVIRONMENT",12/19/2023 0:00:00
"A",1840,"HAZ SUBSTANC",12/19/2023 0:00:00
"A",1841,"DISEASE",12/19/2023 0:00:00
"A",1841,"HEALTH INSUR",12/19/2023 0:00:00
"A",1842,"HEALTH",12/19/2023 0:00:00
"A",1842,"MEDICAID",12/19/2023 0:00:00
"A",1842,"PUB ASSIST",12/19/2023 0:00:00
"A",1843,"CONSUMER RIG",12/19/2023 0:00:00
"A",1843,"PHARMACEUTIC",12/19/2023 0:00:00
"A  ",1844,"CHILDREN",12/19/2023 0:00:00
"A  ",1844,"HUMAN SVCS",12/19/2023 0:00:00
"A",1845,"CONSUMER AFF",12/19/2023 0:00:00
"A  ",1846,"AGRICULTURE",12/19/2023 0:00:00
"A  ",1846,"ENVIRONMENT",12/19/2023 0:00:00
"A",1848,"CRIMES",12/16/2024 0:00:00
"A",1848,"HEALTH",12/16/2024 0:00:00
"A",1849,"ENERGY",12/19/2023 0:00:00
"A",1849,"TRANSPORT",12/19/2023 0:00:00
"A",1850,"BUS TAXES",12/19/2023 0:00:00
"A",1850,"INCOME TAX",12/19/2023 0:00:00
"A",1850,"MOTOR VEHICL",12/19/2023 0:00:00
"A",1851,"BUS TAXES",12/19/2023 0:00:00
"A",1851,"ENVIRONMENT",12/19/2023 0:00:00
"A",1851,"INCOME TAX",12/19/2023 0:00:00
"A",1852,"DISEASE",12/19/2023 0:00:00
"A",1852,"HEALTH",12/19/2023 0:00:00
"A",1853,"INTERNET",12/19/2023 0:00:00
"A",1853,"PHARMACEUTIC",12/19/2023 0:00:00
"A",1854,"HEALTH",12/19/2023 0:00:00
"A",1855,"MV REGULATIO",12/19/2023 0:00:00
"A",1856,"MV REGULATIO",12/19/2023 0:00:00
"A",1856,"POLICE",12/19/2023 0:00:00
"A",1857,"EDUCATION",12/19/2023 0:00:00
"A",1857,"INCOME TAX",12/19/2023 0:00:00
"A",1857,"TEACHERS",12/19/2023 0:00:00
"A",1858,"PUB RECORDS",12/19/2023 0:00:00
"A",1859,"EDUC FINANCE",12/19/2023 0:00:00
"A",1859,"HEALTH PROF",12/19/2023 0:00:00
"A",1859,"HIGHER ED",12/19/2023 0:00:00
"A",1860,"HEALTH",12/19/2023 0:00:00
"A",1860,"MEDICAID",12/19/2023 0:00:00
"A",1860,"MENTAL HEALT",12/19/2023 0:00:00
"A",1861,"DRUG ABUSE",12/19/2023 0:00:00
"A",1861,"HUMAN SVCS",12/19/2023 0:00:00
"A",1862,"HEALTH FAC",12/19/2023 0:00:00
"A",1863,"HEALTH FAC",12/19/2023 0:00:00
"A",1863,"HUMAN SVCS",12/19/2023 0:00:00
"A",1865,"HEALTH FAC",12/19/2023 0:00:00
"A  ",1866,"CONSUMER AFF",12/19/2023 0:00:00
"A  ",1866,"DRUG ABUSE",12/19/2023 0:00:00
"A  ",1866,"TELEPHONE",12/19/2023 0:00:00
"A",1867,"HEALTH FAC",12/19/2023 0:00:00
"A",1867,"HEALTH FINAN",12/19/2023 0:00:00
"A",1869,"HEALTH INSUR",12/19/2023 0:00:00
"A",1869,"HEALTH PROF",12/19/2023 0:00:00
"A",1870,"TELEPHONE",12/19/2023 0:00:00
"A",1871,"COURT ADMIN",12/19/2023 0:00:00
"A",1871,"HEALTH FAC",12/19/2023 0:00:00
"A",1871,"HEALTH PROF",12/19/2023 0:00:00
"A  ",1872,"HEALTH FAC",12/19/2023 0:00:00
"A",1873,"HEALTH INSUR",12/19/2023 0:00:00
"A",1874,"CORRECTIONS",12/19/2023 0:00:00
"A",1875,"HEALTH",12/19/2023 0:00:00
"A",1876,"MEDICAID",12/19/2023 0:00:00
"A",1877,"HEALTH INSUR",12/19/2023 0:00:00
"A",1878,"DISEASE",12/19/2023 0:00:00
"A",1878,"SUPPL APPROP",12/19/2023 0:00:00
"A",1879,"CHILDREN",12/19/2023 0:00:00
"A",1879,"COMMISSIONS",12/19/2023 0:00:00
"A",1879,"INTERNET",12/19/2023 0:00:00
"A",1880,"HEALTH",12/19/2023 0:00:00
"A",1881,"ENVIRONMENT",12/19/2023 0:00:00
"A",1881,"MOTOR VEHICL",12/19/2023 0:00:00
"A",1882,"ED HEALTH",12/19/2023 0:00:00
"A",1883,"CHILDREN",12/19/2023 0:00:00
"A",1883,"INTERNET",12/19/2023 0:00:00
"A",1884,"HEALTH PROF",12/19/2023 0:00:00
"A  ",1885,"AGRICULTURE",12/19/2023 0:00:00
"A  ",1885,"ENVIRONMENT",12/19/2023 0:00:00
"A",1886,"COMMUNITY DE",12/19/2023 0:00:00
"A",1886,"STATE GOVT",12/19/2023 0:00:00
"A  ",1887,"ENVIRONMENT",12/19/2023 0:00:00
"A",1888,"HEALTH FAC",12/19/2023 0:00:00
"A",1889,"COMMUNICATIO",12/19/2023 0:00:00
"A",1889,"CORRECTIONS",12/19/2023 0:00:00
"A",1890,"MARIJUANA",12/19/2023 0:00:00
"A",1891,"MEDICAID",12/19/2023 0:00:00
"A",1891,"PUB EMP BENE",12/19/2023 0:00:00
"A",1891,"STATE GOVT",12/19/2023 0:00:00
"A",1892,"CRIM PROCED",12/19/2023 0:00:00
"A",1892,"CRIMES",12/19/2023 0:00:00
"A",1892,"SCI AND TECH",12/19/2023 0:00:00
"A  ",1893,"PROPERTY",12/19/2023 0:00:00
"A",1894,"DRUG ABUSE",12/19/2023 0:00:00
"A",1895,"HIGHER ED",12/19/2023 0:00:00
"A",1896,"HEALTH PROF",12/19/2023 0:00:00
"A",1898,"FOOD",12/19/2023 0:00:00
"A",1898,"PUB ASSIST",12/19/2023 0:00:00
"A",1899,"DISEASE",12/19/2023 0:00:00
"A",1899,"HEALTH PROF",12/19/2023 0:00:00
"A",1901,"HEALTH INSUR",12/19/2023 0:00:00
"A",1902,"CONSUMER PRO",12/20/2023 0:00:00
"A",1902,"CONSUMER RIG",12/20/2023 0:00:00
"A",1903,"DRUG ABUSE",12/20/2023 0:00:00
"A",1903,"INTERNET",12/20/2023 0:00:00
"A",1903,"MENTAL HEALT",12/20/2023 0:00:00
"A",1904,"CIVIL RIGHTS",12/20/2023 0:00:00
"A",1904,"STATE GOVT",12/20/2023 0:00:00
"A",1905,"CIVIL RIGHTS",12/20/2023 0:00:00
"A",1905,"HEALTH INSUR",12/20/2023 0:00:00
"A",1905,"IMMIGRATION",12/20/2023 0:00:00
"A",1906,"CAMP FINANCE",12/20/2023 0:00:00
"A  ",1907,"COURT ADMIN",12/20/2023 0:00:00
"A  ",1907,"DOMESTIC VIO",12/20/2023 0:00:00
"A",1908,"HEALTH INSUR",12/20/2023 0:00:00
"A",1908,"PHARMACEUTIC",12/20/2023 0:00:00
"A",1909,"PHARMACEUTIC",12/20/2023 0:00:00
"A",1909,"STATE DEPTS",12/20/2023 0:00:00
"A",1910,"HEALTH INSUR",12/20/2023 0:00:00
"A  ",1911,"CRIMES",12/20/2023 0:00:00
"A  ",1911,"MENTAL HEALT",12/20/2023 0:00:00
"A  ",1912,"INTERNET",12/20/2023 0:00:00
"A  ",1912,"STATE OFFICE",12/20/2023 0:00:00
"A",1913,"GAMBLING",12/20/2023 0:00:00
"A",1913,"WEAPONS",12/20/2023 0:00:00
"A",1914,"CIVIL RIGHTS",12/20/2023 0:00:00
"A",1914,"MINORITY",12/20/2023 0:00:00
"A  ",1915,"CHILDREN",12/20/2023 0:00:00
"A  ",1915,"DOMESTIC REL",12/20/2023 0:00:00
"A  ",1915,"IMMIGRATION",12/20/2023 0:00:00
"A",1916,"COURT ADMIN",12/20/2023 0:00:00
"A",1917,"CRIM PROCED",12/20/2023 0:00:00
"A",1917,"CRIMES",12/20/2023 0:00:00
"A",1918,"STATE GOVT",12/20/2023 0:00:00
"A",1919,"ELECTIONS",12/20/2023 0:00:00
"A",1919,"INTERNET",12/20/2023 0:00:00
"A  ",1920,"CHILDREN",12/20/2023 0:00:00
"A  ",1920,"HUMAN SVCS",12/20/2023 0:00:00
"A",1921,"PUB SAFETY",10/27/2025 0:00:00
"A",1922,"ECONOMIC DEV",12/20/2023 0:00:00
"A",1922,"ENVIRONMENT",12/20/2023 0:00:00
"A",1923,"FREIGHT RAIL",12/20/2023 0:00:00
"A",1923,"HAZ SUBSTANC",12/20/2023 0:00:00
"A",1923,"SITE REMED",12/20/2023 0:00:00
"A",1924,"POLICE",12/20/2023 0:00:00
"A",1924,"WEAPONS",12/20/2023 0:00:00
"A",1925,"PROFESSIONS",12/20/2023 0:00:00
"A",1926,"PROFESSIONS",12/20/2023 0:00:00
"A",1927,"BONDS",12/20/2023 0:00:00
"A",1927,"DISASTERS",12/20/2023 0:00:00
"A",1927,"EDUC FINANCE",12/20/2023 0:00:00
"A",1928,"LABOR",12/20/2023 0:00:00
"A",1929,"PROFESSIONS",12/20/2023 0:00:00
"A",1930,"CRIM PROCED",12/20/2023 0:00:00
"A",1930,"CRIMES",12/20/2023 0:00:00
"A",1930,"INTERNET",12/20/2023 0:00:00
"A",1931,"BANKING",12/20/2023 0:00:00
"A",1932,"EDUC FINANCE",12/20/2023 0:00:00
"A",1933,"HISTORIC PRE",12/20/2023 0:00:00
"A",1934,"WORKERS COMP",12/20/2023 0:00:00
"A",1935,"MV REGULATIO",12/20/2023 0:00:00
"A  ",1936,"CHILD ABUSE",12/20/2023 0:00:00
"A",1937,"DISEASE",12/20/2023 0:00:00
"A",1938,"CONSUMER AFF",12/20/2023 0:00:00
"A",1939,"COMMUNICATIO",12/20/2023 0:00:00
"A",1939,"CRIM PROCED",12/20/2023 0:00:00
"A",1939,"CRIMES",12/20/2023 0:00:00
"A  ",1940,"DOMESTIC VIO",12/20/2023 0:00:00
"A",1941,"CRIMES",10/7/2024 0:00:00
"A",1941,"JUDICIARY",10/7/2024 0:00:00
"A",1942,"CHARITIES",12/20/2023 0:00:00
"A",1942,"CRIME VICTIM",12/20/2023 0:00:00
"A",1943,"CRIME VICTIM",12/20/2023 0:00:00
"A",1943,"POLICE",12/20/2023 0:00:00
"A",1944,"LANDLORD",12/20/2023 0:00:00
"A",1944,"PUB ASSIST",12/20/2023 0:00:00
"A",1945,"CHILDREN",12/20/2023 0:00:00
"A",1945,"SCH BOARDS",12/20/2023 0:00:00
"A",1945,"TEACHERS",12/20/2023 0:00:00
"A",1946,"CRIME VICTIM",12/20/2023 0:00:00
"A",1946,"EMER SVCS",12/20/2023 0:00:00
"A",1947,"CRIME VICTIM",12/20/2023 0:00:00
"A",1948,"CRIME VICTIM",12/20/2023 0:00:00
"A",1948,"GOVERNOR",12/20/2023 0:00:00
"A",1948,"LEGISLATURE",12/20/2023 0:00:00
"A",1949,"STATE DEPTS",12/20/2023 0:00:00
"A",1950,"CIVIL RIGHTS",12/20/2023 0:00:00
"A",1950,"CRIME VICTIM",12/20/2023 0:00:00
"A",1951,"CRIME VICTIM",12/20/2023 0:00:00
"A",1951,"PUB SAFETY",12/20/2023 0:00:00
"A",1951,"SUPPL APPROP",12/20/2023 0:00:00
"A  ",1952,"CIVIL RIGHTS",12/20/2023 0:00:00
"A  ",1952,"LEGISLATURE",12/20/2023 0:00:00
"A  ",1953,"MINORITY",12/20/2023 0:00:00
"A  ",1953,"POLICE",12/20/2023 0:00:00
"A",1954,"COMMISSIONS",12/20/2023 0:00:00
"A",1954,"JUDICIARY",12/20/2023 0:00:00
"A",1955,"CIVIL RIGHTS",12/20/2023 0:00:00
"A",1955,"DISABLED",12/20/2023 0:00:00
"A",1955,"LABOR",12/20/2023 0:00:00
"A",1956,"CORPORATIONS",12/20/2023 0:00:00
"A",1956,"DISABLED",12/20/2023 0:00:00
"A",1956,"ST CONTRACTS",12/20/2023 0:00:00
"A",1957,"CORPORATIONS",12/20/2023 0:00:00
"A",1957,"DISABLED",12/20/2023 0:00:00
"A",1957,"ST CONTRACTS",12/20/2023 0:00:00
"A",1958,"HEALTH",12/20/2023 0:00:00
"A",1958,"HEALTH INSUR",12/20/2023 0:00:00
"A",1959,"COURT ADMIN",12/20/2023 0:00:00
"A",1959,"MUNICIPALITI",12/20/2023 0:00:00
"A  ",1960,"CHARITIES",12/20/2023 0:00:00
"A  ",1960,"CRIME VICTIM",12/20/2023 0:00:00
"A  ",1961,"COMMISSIONS",12/20/2023 0:00:00
"A  ",1961,"CRIME VICTIM",12/20/2023 0:00:00
"A  ",1961,"MINORITY",12/20/2023 0:00:00
"A  ",1962,"CRIME VICTIM",12/20/2023 0:00:00
"A  ",1962,"MINORITY",12/20/2023 0:00:00
"A",1963,"LOCAL OFFICE",12/20/2023 0:00:00
"A",1963,"STATE OFFICE",12/20/2023 0:00:00
"A",1963,"WAGES",12/20/2023 0:00:00
"A",1964,"COURT ADMIN",12/20/2023 0:00:00
"A  ",1965,"CHILD ABUSE",12/20/2023 0:00:00
"A  ",1965,"DISEASE",12/20/2023 0:00:00
"A  ",1965,"EMERG MGMT",12/20/2023 0:00:00
"A",1966,"DISEASE",12/20/2023 0:00:00
"A",1967,"CRIM PROCED",12/20/2023 0:00:00
"A",1967,"CRIMES",12/20/2023 0:00:00
"A",1968,"COURT ADMIN",12/20/2023 0:00:00
"A",1968,"MV REGULATIO",12/20/2023 0:00:00
"A",1969,"EDUC FINANCE",12/20/2023 0:00:00
"A",1969,"HIGHER ED",12/20/2023 0:00:00
"A",1970,"DISEASE",12/20/2023 0:00:00
"A",1970,"WATER SUPPLY",12/20/2023 0:00:00
"A",1971,"HEALTH FAC",12/20/2023 0:00:00
"A  ",1972,"HEALTH",12/20/2023 0:00:00
"A  ",1972,"WOMEN",12/20/2023 0:00:00
"A  ",1973,"HEALTH",12/20/2023 0:00:00
"A",1974,"ED HEALTH",12/20/2023 0:00:00
"A",1974,"EDUCATION",12/20/2023 0:00:00
"A",1975,"CORRECTIONS",12/20/2023 0:00:00
"A",1976,"MOTOR VEHICL",12/20/2023 0:00:00
"A",1977,"COURT ADMIN",12/20/2023 0:00:00
"A",1977,"HUMAN SVCS",12/20/2023 0:00:00
"A",1978,"HOTELS",12/20/2023 0:00:00
"A",1978,"INTERNET",12/20/2023 0:00:00
"A",1979,"EDUCATION",2/8/2024 0:00:00
"A",1979,"EMERG MGMT",2/8/2024 0:00:00
"A",1980,"CORRECTIONS",12/20/2023 0:00:00
"A",1980,"COURT ADMIN",12/20/2023 0:00:00
"A",1981,"CURRICULA",12/20/2023 0:00:00
"A",1981,"ED HEALTH",12/20/2023 0:00:00
"A",1982,"ED HEALTH",12/20/2023 0:00:00
"A",1982,"EDUCATION",12/20/2023 0:00:00
"A  ",1983,"HUMAN SVCS",12/20/2023 0:00:00
"A",1984,"HIGHER ED",12/20/2023 0:00:00
"A",1984,"HUMAN SVCS",12/20/2023 0:00:00
"A",1985,"LEGISLATURE",12/20/2023 0:00:00
"A",1986,"COURT ADMIN",12/20/2023 0:00:00
"A",1986,"MV OFFENSES",12/20/2023 0:00:00
"A",1987,"DISABLED",12/20/2023 0:00:00
"A",1987,"HEALTH",12/20/2023 0:00:00
"A",1987,"HEALTH INSUR",12/20/2023 0:00:00
"A",1987,"SR CITIZENS",12/20/2023 0:00:00
"A",1988,"SCH FACILITI",12/20/2023 0:00:00
"A  ",1989,"CHILDREN",12/20/2023 0:00:00
"A  ",1989,"HUMAN SVCS",12/20/2023 0:00:00
"A",1990,"EDUCATION",2/8/2024 0:00:00
"A",1990,"EMERG MGMT",2/8/2024 0:00:00
"A",1991,"COURT ADMIN",12/20/2023 0:00:00
"A",1991,"JUDICIARY",12/20/2023 0:00:00
"A  ",1992,"JUDICIARY",12/20/2023 0:00:00
"A  ",1992,"WOMEN",12/20/2023 0:00:00
"A",1993,"IMMIGRATION",12/20/2023 0:00:00
"A",1994,"CORRECTIONS",12/20/2023 0:00:00
"A",1995,"HUMAN SVCS",6/17/2024 0:00:00
"A",1995,"LABOR",6/17/2024 0:00:00
"A",1996,"HEALTH",12/20/2023 0:00:00
"A",1997,"EDUCATION",12/20/2023 0:00:00
"A",1997,"INTERNET",12/20/2023 0:00:00
"A",1998,"COMMUNICATIO",12/20/2023 0:00:00
"A",1998,"EDUC FINANCE",12/20/2023 0:00:00
"A",1998,"EDUCATION",12/20/2023 0:00:00
