"CommHouse","Date","Time","Type","Location","Comments","RevDate","Status","ModDate"
"AEN","1/23/2025","12:00 AM","Meeting",,,,"Not Meeting",1/17/2025 13:33:00
"AEN","1/27/2025","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",1/22/2025 16:53:00
"AEN","10/21/2024","12:00 AM","Meeting",,,,"Not Meeting",10/16/2024 11:50:00
"AEN","11/14/2024","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/8/2024 14:24:00
"AEN","12/12/2024","02:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ","*Revised 12/11/24 - A5119, A5120, A5121, A5122, A5123, and A5124 added.
",12/11/2024 0:00:00,"Scheduled",12/11/2024 14:12:00
"AEN","12/15/2025","12:00 AM","Meeting",,,,"Not Meeting",12/10/2025 13:32:00
"AEN","12/4/2025","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ","A5976 Abdelaziz (pending intro and referral) -  Amends lists of projects eligible to receive loans for environmental infrastructure projects from NJ Infrastructure Bank for FY2026. A5977 Miller (pending intro and referral) -",,"Scheduled",11/25/2025 17:03:00
"AEN","2/1/2024","12:00 AM","Meeting",,,,"Not Meeting",1/26/2024 15:00:00
"AEN","2/13/2025","12:00 AM","Meeting",,,,"Not Meeting",2/7/2025 12:37:00
"AEN","3/10/2025","01:00 PM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*Revised 3/6/25 - AR180 added.
",3/6/2025 0:00:00,"Scheduled",3/10/2025 13:17:00
"AEN","3/17/2025","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ","*Canceled 3/14/25",,"Canceled",3/14/2025 16:54:00
"AEN","3/4/2024","02:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/28/2024 16:50:00
"AEN","4/22/2024","10:00 AM","Joint","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Assembly Environment, Natural Resources, and Solid Waste Committee and the Senate Environment and Energy Committee will meet jointly on Monday, April 22, 2024 at 10:00 AM in Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.",,"Scheduled",4/15/2024 17:12:00
"AEN","4/23/2025","10:00 AM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Assembly Environment, Natural Resources, and Solid Waste Committee and the Senate Environment and Energy Committee will meet jointly on Wednesday, April 23, 2025 at 10:00 AM in Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.",,"Scheduled",4/16/2025 17:01:00
"AEN","5/16/2024","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/10/2024 15:02:00
"AEN","5/6/2024","12:00 AM","Meeting",,,,"Not Meeting",5/1/2024 11:40:00
"AEN","5/8/2025","01:00 PM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*Revised 5/7/25 - Room change to Committee Room 11.",5/7/2025 0:00:00,"Scheduled",5/7/2025 13:39:00
"AEN","6/16/2025","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests on the topic of prescribed burning and wildfire prevention in the State. The hearing will focus on the State's current approach, coordination with local fire services, and strategies to expand",,"Scheduled",6/13/2025 14:17:00
"AEN","6/6/2024","12:00 AM","Meeting",,,,"Not Meeting",5/31/2024 13:01:00
"AEN","8/1/2024","10:00 AM","Meeting","LMH Room, Toms River Municipal Complex, 33 Washington Street, Toms River, New Jersey","The Assembly Environment, Natural Resources, and Solid Waste Committee and the Senate Environment and Energy Committee will meet jointly on Thursday, August 1, 2024 at 10:00 AM in the LMH Room, Toms River Municipal Complex, 33 Washington Street, Toms",,"Scheduled",7/26/2024 13:06:00
"AEN","8/14/2025","10:00 AM","Meeting","Municipal Court Room, Point Pleasant Borough Municipal Building, 2233 Bridge Avenue, Point Pleasant, New Jersey.","The Assembly Environment, Natural Resources, and Solid Waste Committee and the Senate Environment and Energy Committee will meet jointly on Thursday, August 14, 2025 at 10:00 AM in the *Municipal Court Room, Point Pleasant Borough Municipal Building, 2233",8/13/2025 0:00:00,"Scheduled",8/13/2025 13:06:00
"AEN","9/19/2024","12:00 AM","Meeting",,,,"Not Meeting",9/13/2024 13:10:00
"AEN","9/23/2024","02:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",9/18/2024 13:20:00
"AFI","1/16/2025","12:00 AM","Meeting",,,,"Not Meeting",1/10/2025 12:08:00
"AFI","1/27/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",1/22/2025 16:56:00
"AFI","1/29/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","The Committee will take testimony from invited guests concerning the state of the banking and insurance industries.",,"Scheduled",1/24/2024 14:37:00
"AFI","10/17/2024","12:00 AM","Meeting",,,,"Not Meeting",10/11/2024 10:58:00
"AFI","10/24/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",10/18/2024 14:08:00
"AFI","11/24/2025","12:00 AM","Meeting",,,,"Not Meeting",11/19/2025 16:49:00
"AFI","12/11/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/5/2025 16:55:00
"AFI","12/9/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/4/2024 13:57:00
"AFI","2/10/2025","12:00 AM","Meeting",,,,"Not Meeting",2/5/2025 13:42:00
"AFI","2/22/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*A3495 added by waiver 2/22/24",,"Scheduled",2/22/2024 15:52:00
"AFI","3/6/2025","12:00 AM","Meeting",,,,"Not Meeting",2/28/2025 13:20:00
"AFI","4/10/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","The Committee will hear from invited guests concerning pharmacy benefit managers, their place within the broader health insurance system, and their impact on prescription drug prices.",,"Scheduled",4/7/2025 15:10:00
"AFI","5/13/2024","12:00 AM","Meeting",,,,"Not Meeting",5/8/2024 12:11:00
"AFI","5/15/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests concerning pharmacy benefit managers, their place within the broader health insurance system, and their impact on prescription drug prices.",,"Scheduled",5/9/2025 14:34:00
"AFI","5/2/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","Canceled 4/29/24",,"Canceled",4/29/2024 16:47:00
"AFI","5/20/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/15/2024 14:11:00
"AFI","5/5/2025","12:00 AM","Meeting",,,,"Not Meeting",4/30/2025 14:11:00
"AFI","6/12/2025","12:00 AM","Meeting",,,,"Not Meeting",6/6/2025 12:02:00
"AFI","6/13/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*Revised 6/11/24 - A2619 added.",6/11/2024 0:00:00,"Scheduled",6/11/2024 13:03:00
"AFI","6/19/2025","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/13/2025 16:52:00
"AFI","6/3/2024","12:00 AM","Meeting",,,,"Not Meeting",5/29/2024 13:54:00
"AFI","9/12/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",9/6/2024 15:19:00
"AHE","1/16/2025","12:00 AM","Meeting",,,,"Not Meeting",1/10/2025 12:10:00
"AHE","1/29/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ","An individual interested in registering their position with the Committee may fill out the Registration Form located on the New Jersey Legislature Home Page under the applicable Committee heading.",,"Canceled",1/26/2024 13:33:00
"AHE","1/5/2026","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*Revised 1/2/26 - A5796 removed.",1/2/2026 0:00:00,"Scheduled",1/2/2026 15:12:00
"AHE","10/17/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ","*Revised 10/16/24 - A2032 removed",10/16/2024 0:00:00,"Scheduled",10/16/2024 17:19:00
"AHE","11/24/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/19/2025 16:48:00
"AHE","12/11/2025","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/5/2025 16:34:00
"AHE","12/16/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/11/2024 15:18:00
"AHE","12/9/2024","12:00 AM","Meeting",,,,"Not Meeting",12/4/2024 13:56:00
"AHE","2/10/2025","12:00 AM","Meeting",,,,"Not Meeting",2/5/2025 13:59:00
"AHE","2/22/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ","*Revised 2/20/24 - A3364 no longer ""FOR DISCUSSION ONLY"".  Now being considered by the committee.",2/20/2024 0:00:00,"Scheduled",2/20/2024 16:12:00
"AHE","3/14/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",4/3/2024 10:55:00
"AHE","3/20/2025","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/14/2025 16:10:00
"AHE","3/6/2025","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/28/2025 13:44:00
"AHE","5/13/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/8/2024 13:53:00
"AHE","5/2/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ","Canceled 4/29/2024",4/29/2024 0:00:00,"Canceled",4/29/2024 16:45:00
"AHE","5/5/2025","12:00 AM","Meeting",,,,"Not Meeting",4/30/2025 14:09:00
"AHE","5/6/2025","11:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests on the impact of proposed federal policy changes in Medicaid and Medicare on New Jersey residents and the State's economy.",,"Scheduled",5/1/2025 10:46:00
"AHE","6/12/2025","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ","*Revised 6/11/25 - S4263 (1R) added.",6/11/2025 0:00:00,"Scheduled",6/11/2025 16:51:00
"AHE","6/17/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*Revised 6/13/24 - A4461 added",6/13/2024 0:00:00,"Scheduled",6/13/2024 16:12:00
"AHE","6/3/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/29/2024 16:20:00
"AHE","9/12/2024","12:00 AM","Meeting",,,,"Not Meeting",9/6/2024 13:49:00
"AHE","9/23/2024","10:00 AM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",9/18/2024 18:34:00
"AHI","1/16/2025","12:00 AM","Meeting",,,,"Not Meeting",1/10/2025 12:09:00
"AHI","1/29/2024","12:00 AM","Meeting",,,,"Not Meeting",4/26/2024 11:59:00
"AHI","10/17/2024","12:00 AM","Meeting",,,,"Not Meeting",10/11/2024 10:55:00
"AHI","11/24/2025","12:00 AM","Meeting",,,,"Not Meeting",11/19/2025 16:45:00
"AHI","12/11/2025","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ","*Revised 12/10/25 - A6212 added.",12/10/2025 0:00:00,"Scheduled",12/10/2025 10:29:00
"AHI","12/9/2024","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/5/2024 13:40:00
"AHI","2/10/2025","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/5/2025 13:38:00
"AHI","2/22/2024","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/28/2024 15:15:00
"AHI","3/10/2025","01:00 PM","Meeting","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Senate and Assembly Higher Education Committees will hold a joint meeting to receive testimony from invited guests regarding the use of funding received from the United States Department of Education for higher education purposes.",,"Scheduled",3/3/2025 17:25:00
"AHI","3/6/2025","12:00 AM","Meeting",,,,"Not Meeting",2/28/2025 14:09:00
"AHI","5/13/2024","12:00 AM","Meeting",,,,"Not Meeting",5/8/2024 14:37:00
"AHI","5/2/2024","12:00 AM","Meeting",,,,"Not Meeting",4/26/2024 13:30:00
"AHI","5/5/2025","10:00 AM","Meeting","Committee Room 9, 3rd floor, State House Annex, Trenton, NJ",,,"Scheduled",4/30/2025 14:20:00
"AHI","6/10/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","The Senate Higher Education Committee and the Assembly Higher Education Committee will receive testimony from invited guests on the findings of New Jersey City University's Fiscal & Governance Monitoring Report and Accountability Plan recently",,"Scheduled",6/3/2024 17:01:00
"AHI","6/12/2025","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ","S4439 Lagana/Cryan (pending referral) - Establishes protections for student-athletes and certain institutions of higher education concerning name, image, or likeness compensation; repeals ""New Jersey Fair Play Act.""",,"Scheduled",6/6/2025 12:13:00
"AHI","6/3/2024","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ","Revised 5/29/24 - Please note change in committee room.
Revised 5/31/24 - A4220 was moved from discussion only to amendment only.
",5/31/2024 0:00:00,"Scheduled",5/31/2024 12:03:00
"AHI","9/12/2024","12:00 AM","Meeting",,,,"Not Meeting",9/6/2024 13:51:00
"AHI","9/23/2024","10:00 AM","Meeting","Committee Room 15,  4th Floor, State House Annex, Trenton, NJ","*Revised - 9/20/24 - A3807 was moved from consideration to discussion only.",9/20/2024 0:00:00,"Scheduled",9/20/2024 16:40:00
"AHO","1/16/2025","12:00 AM","Meeting",,,,"Not Meeting",1/10/2025 12:22:00
"AHO","1/29/2024","01:00 PM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ","An individual interested in registering their position with the Committee may fill out the Registration Form located on the New Jersey Legislature Home Page under the applicable Committee heading.",,"Scheduled",1/26/2024 15:00:00
"AHO","10/17/2024","12:00 AM","Meeting",,,,"Not Meeting",10/11/2024 10:54:00
"AHO","10/24/2024","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",10/18/2024 14:18:00
"AHO","11/24/2025","12:00 AM","Meeting",,,,"Not Meeting",11/19/2025 16:46:00
"AHO","12/11/2025","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/5/2025 15:41:00
"AHO","12/9/2024","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/4/2024 13:55:00
"AHO","2/10/2025","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/5/2025 14:08:00
"AHO","2/22/2024","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/16/2024 14:13:00
"AHO","3/20/2025","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, New Jersey",,,"Scheduled",3/14/2025 14:05:00
"AHO","3/6/2025","12:00 AM","Meeting",,,,"Not Meeting",2/28/2025 13:14:00
"AHO","5/13/2024","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/8/2024 12:48:00
"AHO","5/2/2024","12:00 AM","Meeting",,,,"Not Meeting",4/26/2024 13:27:00
"AHO","5/5/2025","12:00 AM","Meeting",,,,"Not Meeting",4/30/2025 14:15:00
"AHO","6/12/2025","12:00 AM","Meeting",,,,"Not Meeting",6/6/2025 11:59:00
"AHO","6/13/2024","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/7/2024 14:11:00
"AHO","6/19/2025","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ.","*Revised 6/13/25 - A3976, A5125 (1R), A5533 and S3944 (3R) added.",6/13/2025 0:00:00,"Scheduled",6/19/2025 10:30:00
"AHO","6/3/2024","12:00 AM","Meeting",,,,"Not Meeting",5/29/2024 13:55:00
"AHO","9/12/2024","12:00 AM","Meeting",,,,"Not Meeting",9/6/2024 13:58:00
"AHO","9/23/2024","01:00 PM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ","The committee will meet to receive testimony from invited guests concerning the impact of rising rental housing costs throughout the State, the factors contributing to these increases, and strategies to help control rising costs.",,"Scheduled",9/18/2024 13:26:00
"AHU","1/23/2025","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",1/17/2025 13:37:00
"AHU","1/5/2026","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","Canceled 1/2/26.",,"Canceled",1/2/2026 14:43:00
"AHU","10/21/2024","12:00 AM","Meeting",,,,"Not Meeting",10/16/2024 15:31:00
"AHU","11/14/2024","11:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","The committees will hear testimony from invited speakers concerning the condition of child care in New Jersey and how the State's child care industry can be sustained and expanded.

",,"Scheduled",11/8/2024 15:20:00
"AHU","12/12/2024","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/6/2024 14:15:00
"AHU","12/15/2025","12:00 AM","Meeting",,,,"Not Meeting",12/10/2025 13:44:00
"AHU","12/4/2025","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/25/2025 15:28:00
"AHU","2/1/2024","01:00 PM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ","The committee will hear testimony from invited guests who will provide testimony on the state of the Medicaid program in New Jersey and its impact on healthcare.",1/29/2024 0:00:00,"Scheduled",1/29/2024 16:43:00
"AHU","2/13/2025","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton NJ","*Revised - 2/7/25 A4101 has been added.
**Revised - 2/11/25 AJR170 has been added.",2/11/2025 0:00:00,"Scheduled",2/11/2025 17:05:00
"AHU","3/10/2025","12:00 AM","Meeting",,,,"Not Meeting",3/5/2025 13:08:00
"AHU","3/14/2024","02:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/8/2024 13:18:00
"AHU","3/17/2025","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/12/2025 16:04:00
"AHU","3/4/2024","12:00 AM","Meeting",,,,"Not Meeting",2/28/2024 16:44:00
"AHU","5/16/2024","02:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","AR138 Peterpaul/Hall/Speight (pending intro and referral) Designates June 2024 as LGBTQIA+ Pride Month in New Jersey.
",,"Scheduled",5/10/2024 15:00:00
"AHU","5/6/2024","01:00 PM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ","The committee will hear testimony from invited guests on the State's guardianship program and the challenges faced by individuals receiving services through the program.",,"Scheduled",5/1/2024 15:50:00
"AHU","5/8/2025","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","*Revised 5/7/25 - A1888, S1962 (1R) added.",5/7/2025 0:00:00,"Scheduled",5/7/2025 15:42:00
"AHU","6/16/2025","12:00 AM","Meeting",,,,"Not Meeting",6/11/2025 14:06:00
"AHU","6/24/2024","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/19/2024 17:10:00
"AHU","6/6/2024","02:00 PM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","*Revised 6/3/24 Committee Room changed from 16 to Committee Room 15.
**Revised 6/6/24 Committee Room changed from 15 to Committee Room 12.",6/3/2024 0:00:00,"Scheduled",6/6/2024 13:40:00
"AHU","9/19/2024","02:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","The committee will hear testimony from invited guests who will provide insights on the inequities faced by individuals who choose to give birth outside traditional hospital settings.",,"Scheduled",9/13/2024 14:58:00
"AJU","1/23/2025","12:00 AM","Meeting",,,,"Not Meeting",1/17/2025 16:11:00
"AJU","1/5/2026","01:00 PM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*Revised 1/2/26 - A4674, A6308, A6309, A6310, S3800, S4858 (1R) added.",1/2/2026 0:00:00,"Scheduled",1/5/2026 13:02:00
"AJU","10/21/2024","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",10/16/2024 13:05:00
"AJU","12/12/2024","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/6/2024 14:11:00
"AJU","12/15/2025","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/10/2025 16:38:00
"AJU","12/4/2025","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/25/2025 15:24:00
"AJU","2/1/2024","12:00 AM","Meeting",,,,"Not Meeting",1/26/2024 14:58:00
"AJU","2/13/2025","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","A5303 (Park), (pending intro and referral)-Requires AG to review Statewide policy regarding investigation of human trafficking.
",2/11/2025 0:00:00,"Scheduled",2/11/2025 16:57:00
"AJU","2/20/2025","10:00 AM","Meeting","Committee Room 12, 4th Floor, State Annex, Trenton, NJ","*Revised 2/18/25- A5345 and A5346 have been added.",2/18/2025 0:00:00,"Scheduled",2/18/2025 16:44:00
"AJU","3/10/2025","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/5/2025 13:12:00
"AJU","3/4/2024","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/28/2024 16:51:00
"AJU","5/16/2024","12:00 AM","Meeting",,,,"Not Meeting",5/10/2024 14:08:00
"AJU","5/20/2024","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/15/2024 14:14:00
"AJU","5/6/2024","12:00 AM","Meeting",,,,"Not Meeting",5/1/2024 11:21:00
"AJU","5/8/2025","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","*Revised 5/7/25 - AJR222 added.",5/7/2025 0:00:00,"Scheduled",5/7/2025 15:44:00
"AJU","6/16/2025","12:00 AM","Meeting",,,,"Not Meeting",6/11/2025 14:10:00
"AJU","6/6/2024","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","The Committee will hear testimony from human trafficking prevention experts and advocates on prevention efforts in New Jersey, particularly in preparation for the 2026 FIFA World Cup.",,"Scheduled",5/31/2024 13:11:00
"AJU","9/19/2024","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","*Revised 9/16/24 - A3802 and A4175 have been added.",9/16/2024 0:00:00,"Scheduled",9/16/2024 16:54:00
"ALA","1/23/2025","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",1/17/2025 13:34:00
"ALA","10/21/2024","12:00 AM","Meeting",,,,"Not Meeting",10/16/2024 11:54:00
"ALA","10/24/2024","01:00 PM","Meeting","Committee Room 16, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",10/18/2024 14:11:00
"ALA","12/12/2024","12:00 AM","Meeting",,,,"Not Meeting",12/6/2024 13:35:00
"ALA","12/15/2025","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/10/2025 17:26:00
"ALA","12/4/2025","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/25/2025 17:11:00
"ALA","2/1/2024","12:00 AM","Meeting",,,,"Not Meeting",1/26/2024 15:02:00
"ALA","2/13/2025","12:00 AM","Meeting",,,,"Not Meeting",2/7/2025 12:32:00
"ALA","2/20/2025","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/14/2025 16:58:00
"ALA","2/5/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","An individual interested in registering their position with the Committee may fill out the Registration Form located on the New Jersey Legislature Home Page under the applicable Committee heading.",2/2/2024 0:00:00,"Scheduled",2/2/2024 17:04:00
"ALA","3/10/2025","12:00 AM","Meeting",,,,"Not Meeting",3/5/2025 13:08:00
"ALA","3/11/2024","01:00 PM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","A4047 - Sampson/Verrelli - Revises unemployment compensation law. (pending intro and referral)",,"Scheduled",3/6/2024 15:36:00
"ALA","3/4/2024","12:00 AM","Meeting",,,,"Not Meeting",2/28/2024 16:43:00
"ALA","5/16/2024","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","*S2822 added by waiver 5/16/24",,"Scheduled",5/16/2024 16:10:00
"ALA","5/6/2024","12:00 AM","Meeting",,,,"Not Meeting",5/1/2024 11:25:00
"ALA","5/8/2025","12:00 AM","Meeting",,,,"Not Meeting",5/2/2025 13:02:00
"ALA","6/16/2025","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","*Revised 6/13/25 -- A4124 and A5792 (pending intro and referral) added.",6/13/2025 0:00:00,"Scheduled",6/13/2025 15:46:00
"ALA","6/6/2024","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, New Jersey","*Revised- 6/5/24- room changed to Committee Room 9, 3rd Floor.",6/5/2024 0:00:00,"Scheduled",6/5/2024 16:08:00
"ALA","9/19/2024","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",9/13/2024 13:19:00
"AMV","1/23/2025","10:00 AM","Meeting","Committee Room 13, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",1/17/2025 13:55:00
"AMV","10/21/2024","10:00 AM","Meeting","Committee Room 13, 4th Floor, State House Annex, Trenton, NJ.","*Revised 10/18/24 - A4751 added",10/18/2024 0:00:00,"Scheduled",10/18/2024 13:26:00
"AMV","12/12/2024","10:00 AM","Meeting","Committee Room 13, 4th Floor, State House Annex, Trenton, NJ.","The committee will receive testimony about the evolving challenges of veteran homelessness.",,"Scheduled",12/6/2024 14:14:00
"AMV","12/15/2025","12:00 AM","Meeting",,,,"Not Meeting",12/10/2025 13:48:00
"AMV","12/4/2025","10:00 AM","Meeting","Committee Room 13, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/25/2025 15:33:00
"AMV","2/1/2024","10:00 AM","Meeting",,"For those individuals who wish to testify, please check the box ""Do you wish to testify?"" on the Registration Form.  The Registration Link will close at 3:00 PM, Wednesday, January 31, 2024.",,"Scheduled",1/31/2024 15:45:00
